step, error
1219, 0.000851779
1220, 0.000848079
1221, 0.000845776
1222, 0.000840939
1223, 0.000837664
1224, 0.000832818
1225, 0.000829495
1226, 0.000825433
1227, 0.000822779
1228, 0.000819942
1229, 0.00081844
1230, 0.000817054
1231, 0.00081707
1232, 0.000817355
1233, 0.000819388
1234, 0.000821797
1235, 0.000826746
1236, 0.000832136
1237, 0.000841518
1238, 0.000851107
1239, 0.000866971
1240, 0.00088174
1241, 0.000905875
1242, 0.000924791
1243, 0.000956609
1244, 0.000973409
1245, 0.00100723
1246, 0.00100892
1247, 0.00103366
1248, 0.0010065
1249, 0.000999302
1250, 0.000935625
1251, 0.000875704
1252, 0.000808988
1253, 0.000774844
1254, 0.000779312
1255, 0.00080964
1256, 0.000846146
1257, 0.000853862
1258, 0.000844922
1259, 0.00081889
1260, 0.000803997
1261, 0.000799686
1262, 0.000802034
1263, 0.000795206
1264, 0.00077979
1265, 0.000762472
1266, 0.000756974
1267, 0.000763085
1268, 0.000771501
1269, 0.000773935
1270, 0.000769564
1271, 0.000766481
1272, 0.000768597
1273, 0.000775135
1274, 0.00077886
1275, 0.00077986
1276, 0.000776499
1277, 0.000776436
1278, 0.000778876
1279, 0.000784986
1280, 0.000788463
1281, 0.00079263
1282, 0.000794334
1283, 0.000801288
1284, 0.000808262
1285, 0.000821219
1286, 0.000827593
1287, 0.000838858
1288, 0.000840375
1289, 0.000847565
1290, 0.00084318
1291, 0.000840999
1292, 0.000824946
1293, 0.000809223
1294, 0.000786004
1295, 0.000766806
1296, 0.000748867
1297, 0.000736351
1298, 0.000727666
1299, 0.000723293
1300, 0.000722839
1301, 0.0007257
1302, 0.000730808
1303, 0.000736055
1304, 0.000741247
1305, 0.000743855
1306, 0.000746467
1307, 0.000746727
1308, 0.000747982
1309, 0.000747353
1310, 0.000747631
1311, 0.000745825
1312, 0.000745011
1313, 0.000742676
1314, 0.000741981
1315, 0.00074009
1316, 0.0007401
1317, 0.000738702
1318, 0.000739223
1319, 0.000738379
1320, 0.000739862
1321, 0.00074029
1322, 0.000743447
1323, 0.000745469
1324, 0.000750793
1325, 0.000754582
1326, 0.000762765
1327, 0.0007685
1328, 0.00078016
1329, 0.000787099
1330, 0.000801285
1331, 0.00080638
1332, 0.000818878
1333, 0.000816632
1334, 0.000820005
1335, 0.000805365
1336, 0.000793953
1337, 0.000768659
1338, 0.000746707
1339, 0.000721554
1340, 0.000702355
1341, 0.000688346
1342, 0.000681197
1343, 0.000679914
1344, 0.000682957
1345, 0.000688633
1346, 0.000694961
1347, 0.00070165
1348, 0.000706231
1349, 0.000710789
1350, 0.000711858
1351, 0.000713402
1352, 0.000711375
1353, 0.000710418
1354, 0.000706678
1355, 0.000704338
1356, 0.00070018
1357, 0.000697428
1358, 0.000693565
1359, 0.000690948
1360, 0.000687656
1361, 0.00068547
1362, 0.000682902
1363, 0.000681413
1364, 0.000679772
1365, 0.000679311
1366, 0.000678856
1367, 0.000679858
1368, 0.000680999
1369, 0.000684218
1370, 0.000687756
1371, 0.000694672
1372, 0.000702149
1373, 0.000715509
1374, 0.000729346
1375, 0.000753375
1376, 0.000775724
1377, 0.000813991
1378, 0.000841383
1379, 0.000887554
1380, 0.00089992
1381, 0.000923194
1382, 0.000887394
1383, 0.000852293
1384, 0.000776234
1385, 0.000716445
1386, 0.000670826
1387, 0.000657415
1388, 0.000667903
1389, 0.000686756
1390, 0.000702921
1391, 0.000703338
1392, 0.000695776
1393, 0.000680239
1394, 0.000670641
1395, 0.000664489
1396, 0.000664082
1397, 0.000662219
1398, 0.000655719
1399, 0.000647377
1400, 0.000640242
1401, 0.000638595
1402, 0.000641944
1403, 0.000648299
1404, 0.000651163
1405, 0.000649506
1406, 0.000641565
1407, 0.000632387
1408, 0.000625272
1409, 0.000622796
1410, 0.000624085
1411, 0.000626626
1412, 0.000627735
1413, 0.000626287
1414, 0.000622948
1415, 0.000619368
1416, 0.000617249
1417, 0.000617062
1418, 0.000618295
1419, 0.000619736
1420, 0.000620657
1421, 0.000620477
1422, 0.000620083
1423, 0.000619962
1424, 0.000621407
1425, 0.000624505
1426, 0.000630439
1427, 0.000638107
1428, 0.000650843
1429, 0.000665814
1430, 0.000692143
1431, 0.000722199
1432, 0.000776288
1433, 0.000830033
1434, 0.000923625
1435, 0.000982401
1436, 0.00107383
1437, 0.0010449
1438, 0.00100377
1439, 0.000842805
1440, 0.000710821
1441, 0.000629664
1442, 0.000635471
1443, 0.000687779
1444, 0.000719804
1445, 0.000718755
1446, 0.000684015
1447, 0.000669063
1448, 0.000665597
1449, 0.000659096
1450, 0.000637553
1451, 0.00061163
1452, 0.000610613
1453, 0.000632767
1454, 0.000655238
1455, 0.000641885
1456, 0.000605821
1457, 0.000588172
1458, 0.000596979
1459, 0.000612076
1460, 0.000611175
1461, 0.000597941
1462, 0.000589
1463, 0.000592561
1464, 0.000598792
1465, 0.000596735
1466, 0.000586459
1467, 0.000578721
1468, 0.000579911
1469, 0.000585246
1470, 0.000587149
1471, 0.000583081
1472, 0.000578495
1473, 0.000577427
1474, 0.000579228
1475, 0.000578985
1476, 0.000575986
1477, 0.000572072
1478, 0.00056988
1479, 0.000570372
1480, 0.000571029
1481, 0.000570331
1482, 0.000568122
1483, 0.00056634
1484, 0.000566214
1485, 0.0005667
1486, 0.000566651
1487, 0.0005656
1488, 0.000563956
1489, 0.000563119
1490, 0.000562955
1491, 0.00056309
1492, 0.000562551
1493, 0.000561566
1494, 0.000560756
1495, 0.000560491
1496, 0.00056086
1497, 0.000561503
1498, 0.000562043
1499, 0.000563092
1500, 0.000564783
